Name,Sex,Event,Equipment,Division,WeightClassKg,Squat1Kg,Bench1Kg,Deadlift1Kg,ProjectedTotal
Calvin Hugo,M,SBD,Raw,MR-O,105,240.0,145.0,260.0,645.0
Paul McKenna,M,SBD,Raw,MR-O,93,160.0,100.0,185.0,445.0
Dean McFarlin,M,SBD,Raw,MR-O,83,165.0,-115.0,-215.0,-165.0
Andrea Weidner,F,SBD,Single-ply,Open,67.5,-90.0,45.0,120.0,75.0
Callum Holmes,M,SBD,Raw,MR-O,83,180.0,107.5,205.0,492.5
Christian Angelov,M,SBD,Raw,Juniors,74,120.0,95.0,160.0,375.0
Udo Thielking,M,SBD,Single-ply,Masters 3,120+,-190.0,170.0,200.0,180.0
Isaac Dutcher,M,SBD,Raw,MR-T1,53,55.0,40.0,80.0,175.0
Kingston Masters,M,SBD,Raw,Open,74,180.0,110.0,210.0,500.0
Alli Puchyr,F,SBD,Raw,Open,63,57.5,27.5,80.0,165.0
Maiya Sargent,F,SBD,Raw,Sub-Juniors,63,75.0,50.0,87.5,212.5
Juha Seppälä,M,SBD,Single-ply,Open,110,270.0,182.5,250.0,702.5
Vít Slováček,M,SBD,Raw,Open,93,185.0,125.0,245.0,555.0
Joy Burt,F,SBD,Single-ply,Open,56,155.0,82.5,187.5,425.0
Pedro Chacon,M,SBD,Raw,MR-O,93,-215.0,125.0,225.0,135.0
Tayler Guidry,F,SBD,Single-ply,Juniors,84+,185.0,122.5,130.0,437.5
Gísli Þrastarson,M,SBD,Single-ply,Open,83,230.0,155.0,250.0,635.0
Trenton Wade,M,SBD,Single-ply,M-O,90,-282.5,190.0,265.0,172.5
Nicolas Zipitria,M,SBD,Raw,Sub-Juniors,83,110.0,80.0,160.0,350.0
Antony Tommasino,M,SBD,Raw,Seniors,83,175.0,-100.0,195.0,270.0
Patrick Carr,M,SBD,Raw,MR-O,83,177.5,132.5,215.0,525.0
Gennady Saprygin,M,SBD,Single-ply,Masters 2,82.5,140.0,110.0,140.0,390.0
Andries du Plessis,M,SBD,Raw,MR-M1,120,160.0,130.0,210.0,500.0
Marina Shelton,F,SBD,Raw,FR-O,84,185.0,95.0,190.0,470.0
Anna K Haar,F,SBD,Raw,Open,84,170.0,87.5,170.0,427.5
Paula Rodriguez de Limia de Miguel,F,SBD,Raw,Open,57,82.5,40.0,110.0,232.5
Sergey Osipov,M,SBD,Single-ply,Open,67.5,190.0,142.5,200.0,532.5
Vimal Raja S,M,SBD,Single-ply,Open,60,-237.5,115.0,215.0,92.5
Jan Harald Langeland,M,SBD,Single-ply,Teen 14-18,100,140.0,105.0,170.0,415.0
Andrew Torres #5,M,SBD,Single-ply,M-V,93,-265.0,132.5,-222.5,-355.0
Anthony Kringstad,M,SBD,Raw,MR-O,74,167.5,-102.5,230.0,295.0
Pierre Colombet,M,SBD,Raw,Masters 4,59,67.5,60.0,90.0,217.5
Igor Melnik #1,M,SBD,Single-ply,Juniors,75,180.0,140.0,-220.0,100.0
松浦 洋子,F,SBD,Single-ply,Masters 1,52,117.5,67.5,110.0,295.0
Garrett Smith #2,M,SBD,Raw,MR-Jr,83,185.0,132.5,210.0,527.5
Johnson Nguyen,M,SBD,Raw,Open,83,192.5,140.0,205.0,537.5
Chandra Armstead,F,SBD,Single-ply,F-M2,84,70.0,60.0,92.5,222.5
Chris Jackson #2,M,SBD,Raw,MR-T3,59,132.5,102.5,132.5,367.5
Maxime Degive,M,SBD,Raw,Open,120,210.0,135.0,245.0,590.0
Gareth Burgess,M,SBD,Raw,MR-O,66,160.0,105.0,185.0,450.0
Renato Antonio Oliveira Cruz,M,SBD,Raw,Open,120+,235.0,147.5,255.0,637.5
Ole Kristian Heimstad,M,SBD,Single-ply,Masters 40-49,93,210.0,135.0,210.0,555.0
Melica Fabroa,F,SBD,Raw,Junior,57,112.5,50.0,127.5,290.0
Omar Al Hasani,M,SBD,Single-ply,Juniors,83,-220.0,105.0,-215.0,-330.0
Maddie Warren,F,SBD,Raw,Juniors,63,127.5,67.5,155.0,350.0
Adisa Gergić,F,SBD,Raw,Open,72,-95.0,-52.5,130.0,-17.5
Matt Machtinger,M,SBD,Single-ply,M-JV,100,-200.0,-127.5,190.0,-137.5
Eden Scantlebury-Watson,M,SBD,Single-ply,M-Sj,74,215.0,-110.0,180.0,285.0
Lily Wu,F,SBD,Raw,FR-O,63,-105.0,60.0,140.0,95.0
Alessia Zambon,F,SBD,Raw,Sub-Junior,52,80.0,-55.0,95.0,120.0
Tapani Laitala,M,SBD,Single-ply,Over 50,120,240.0,100.0,200.0,540.0
Mikhail Gavrilov,M,SBD,Single-ply,Sub-Juniors,83,220.0,125.0,197.5,542.5
Tait Everett Teigen,M,SBD,Raw,MR-O,93,170.0,137.5,185.0,492.5
Tore Edland,M,SBD,Raw,Open,83,140.0,117.5,175.0,432.5
Shaun Hughes,M,SBD,Raw,MR-O,83,195.0,125.0,225.0,545.0
Edwardo Marin,M,SBD,Single-ply,M-T,75,226.8,108.9,215.5,551.2
Martin S. Vee,M,SBD,Single-ply,Juniors 19-23,120,200.0,-215.0,-290.0,-305.0
Josh Manuel,M,SBD,Raw,Masters 1,93,160.0,120.0,210.0,490.0
Dan Stanescu,M,SBD,Single-ply,Open,74,-100.0,100.0,130.0,130.0
Martina Koutňáková,F,SBD,Single-ply,Juniors,75,-140.0,80.0,140.0,80.0
Trystan Self,M,SBD,Raw,MR-C,74,160.0,-115.0,192.5,237.5
Clara Austrui,F,SBD,Raw,Juniors,57,-95.0,47.5,105.0,57.5
Ludivine Delos,F,SBD,Raw,Juniors,63,177.5,90.0,185.0,452.5
Caitlin Vodopia,F,SBD,Raw,FR-O,63,117.5,62.5,125.0,305.0
Joop Moons,M,SBD,Raw,Open,105,-200.0,117.5,-205.0,-287.5
Mari Hakulinen,F,SBD,Raw,Open,72,110.0,70.0,120.0,300.0
Emily Ramirez #1,F,SBD,Raw,FR-Jr,63,75.0,25.0,75.0,175.0
Joshua Chambers,M,SBD,Raw,Juniors,120,190.0,102.5,197.5,490.0
Bruce Le,M,SBD,Raw,MR-Jr,105,237.5,165.0,260.0,662.5
Amber Sentener,F,SBD,Raw,Open,69,97.5,47.5,115.0,260.0
Stvan Oliveira,M,SBD,Single-ply,Juniors,120+,-190.0,190.0,230.0,230.0
Paul Kiedl,M,SBD,Raw,Juniors,74,180.0,125.0,220.0,525.0
Lenka Pilnikova,F,SBD,Raw,FR-O,52,95.0,67.5,135.0,297.5
Alexander Thammavong,M,SBD,Raw,MR-Jr,93,205.0,120.0,217.5,542.5
John Rhoden,M,SBD,Raw,MR-T1,53,30.0,25.0,52.5,107.5
Charles Ocampo,M,SBD,Raw,MR-O,105,160.0,135.0,205.0,500.0
Sigríður Sigmarsdóttir,F,SBD,Raw,Masters 1,72,85.0,55.0,90.0,230.0
Breanne Cropley,F,SBD,Raw,Open,57,102.5,62.5,135.0,300.0
Teagan Lindsay,F,SBD,Raw,FR-Sj,52,80.0,40.0,100.0,220.0
Oliver Ozvačić,M,SBD,Raw,Juniors,120,240.0,165.0,200.0,605.0
Eric Lohman,M,SBD,Raw,MR-O,93,200.0,137.5,220.0,557.5
Jasmyn Seay,F,SBD,Raw,FR-G,72,155.0,102.5,185.0,442.5
Tatyana Vasilyeva,F,SBD,Single-ply,Open,48,-105.0,-57.5,117.5,-45.0
Jeremy Dion-Shields,M,SBD,Raw,Juniors,74,-165.0,125.0,207.5,167.5
Francisco Antonio Ramos,M,SBD,Raw,Open,120+,200.0,160.0,200.0,560.0
Timo Parviainen,M,SBD,Raw,Over 50,83,-170.0,140.0,-195.0,-225.0
Mohammed Alaraifi,M,SBD,Raw,Open,93,225.0,147.5,245.0,617.5
Charles Neal #1,M,SBD,Raw,MR-C,83,-175.0,102.5,-190.0,-262.5
Václav Primus,M,SBD,Single-ply,Masters 2,110,185.0,132.5,212.5,530.0
Chris Gallagher,M,SBD,Raw,MR-O,74,-210.0,165.0,210.0,165.0
Alana Allison,F,SBD,Raw,Open,84+,130.0,70.0,155.0,355.0
荒井 陸哉,M,SBD,Single-ply,High School,59,30.0,42.5,-65.0,7.5
Weronika Kawa,F,SBD,Raw,Seniorki,63,100.0,42.5,110.0,252.5
Norunn Nielsen Holmvik,F,SBD,Single-ply,Open,57,117.5,67.5,130.0,315.0
Riccardo Rollo,M,SBD,Single-ply,Open,93,235.0,165.0,260.0,660.0
Oliver Zamzow,M,SBD,Raw,Masters 1,105,250.0,152.5,290.0,692.5
Lucy Robinson #1,F,SBD,Raw,FR-Jr,63,147.5,65.0,175.0,387.5
Thomas Hohensinner,M,SBD,Raw,Open,66,130.0,85.0,180.0,395.0
Edwin Castillo,M,SBD,Raw,Open,83,230.0,125.0,255.0,610.0
Marwin Demisch,M,SBD,Raw,Juniors,105,237.5,150.0,250.0,637.5
Wei-Ling Chen,F,SBD,Single-ply,Open,48,-170.0,70.0,170.0,70.0
Ellie Tunnicliffe,F,SBD,Raw,FR-O,69,115.0,65.0,125.0,305.0
María Estela Cuervo Usano,F,SBD,Raw,Open,52,145.0,72.5,145.0,362.5
Karol Krupiński,M,SBD,Single-ply,Juniorzy do lat 18,59,90.0,50.0,127.5,267.5
Bastien Poyet,M,SBD,Raw,Juniors,74,165.0,187.5,165.0,517.5
Michael Pennington #2,M,SBD,Raw,Open,120,260.0,190.0,310.0,760.0
Timo Jakobi,M,SBD,Raw,Open,105,307.5,177.5,322.5,807.5
Yuriy Chelobitchikov,M,SBD,Single-ply,Open,110+,260.0,230.0,260.0,750.0
Sebastian Stępniak,M,SBD,Raw,Weterani 40-49 lat,83,175.0,105.0,220.0,500.0
Aaron Gustum,M,SBD,Raw,MR-O,120,205.0,155.0,255.0,615.0
Rob Escalante,M,SBD,Raw,MR-C,83,237.5,172.5,252.5,662.5
Mason Mills #1,M,SBD,Raw,M-C-Open,105,245.0,135.0,267.5,647.5
Ben Biglin,M,SBD,Raw,M-C-Open,83,-170.0,100.0,210.0,140.0
Yvonne Tischer,F,SBD,Raw,Open,76,95.0,57.5,115.0,267.5
Marin Štambuk,M,SBD,Raw,Open,120,-255.0,162.5,262.5,170.0
Mykhaylo Potapenko,M,SBD,Single-ply,Open,120,340.0,240.0,302.5,882.5
Dale McLaren,M,SBD,Single-ply,Masters 1,93,300.0,215.0,282.5,797.5
Chia-Yu Lee,F,SBD,Single-ply,Open,47,-145.0,85.0,165.0,105.0
武井 天,M,SBD,Raw,Open,83,165.0,120.0,190.0,475.0
Kathryn Maric,F,SBD,Raw,Open,84+,-135.0,67.5,140.0,72.5
A. Shirina,M,SBD,Single-ply,Teen,53,140.0,70.0,150.0,360.0
Brady Oleszak,M,SBD,Raw,MR-O,74,145.0,100.0,175.0,420.0
Jule Müller,F,SBD,Raw,Juniors,57,55.0,40.0,75.0,170.0
Luciana Grant,F,SBD,Raw,FR-O,69,135.0,-80.0,125.0,180.0
Gregory Wunrow,M,SBD,Raw,MR-O,93,267.5,157.5,270.0,695.0
Luis Zayas Tejero,M,SBD,Raw,SNR,105,200.0,117.5,217.5,535.0
Frédéric Tinebra,M,SBD,Single-ply,Open,56,200.0,120.0,180.0,500.0
Magali Battimanza,F,SBD,Raw,Juniors,52,-102.5,52.5,120.0,70.0
Brandon Delacruz,M,SBD,Raw,MR-O,93,170.0,127.5,225.0,522.5
Irani Rodrigues Barbosa,F,SBD,Single-ply,Open,60,-175.0,-92.5,150.0,-117.5
Sara DeMattie,F,SBD,Single-ply,F-T3,84,155.0,65.0,-155.0,65.0
Fanni Savela,F,SBD,Raw,Juniors,69,147.5,110.0,180.0,437.5
Tarrin Wilson,M,SBD,Raw,MR-Jr,105,225.0,155.0,250.0,630.0
Józef Gromek,M,SBD,Raw,Masters 3,93,200.0,130.0,230.0,560.0
Sven Gunnar Simonsen,M,SBD,Raw,Masters 60-69,93,150.0,115.0,180.0,445.0
William Greaves,M,SBD,Raw,MR-O,105,255.0,172.5,240.0,667.5
Chris Seville,M,SBD,Single-ply,Open,82.5,227.5,135.0,240.0,602.5
Igor Murzin,M,SBD,Single-ply,Open,105,240.0,145.0,225.0,610.0
Gurvan Seveno,M,SBD,Raw,Seniors,105,-170.0,100.0,210.0,140.0
Alka Sharma,F,SBD,Single-ply,Masters 1,84,80.0,40.0,90.0,210.0
Matthew Docherty,M,SBD,Raw,MR-O,105,210.0,125.0,240.0,575.0
Kevin Feagins,M,SBD,Raw,MR-M2a,105,185.0,142.5,215.0,542.5
Lauren Joly,F,SBD,Raw,Open,57,85.0,47.5,120.0,252.5
Roy Andrew,M,SBD,Raw,MR-O,105,187.5,145.0,245.0,577.5
Julian Letestu,M,SBD,Raw,Seniors,83,-197.5,105.0,235.0,142.5
Austin Krause,M,SBD,Raw,MR-O,100,170.0,105.0,200.0,475.0
Yaroslav Levkovskyy,M,SBD,Single-ply,Sub-Juniors,82.5+,-220.0,130.0,-220.0,-310.0
Nicholas Viet,M,SBD,Raw,Open,59,150.0,97.5,170.0,417.5
Jaana Mustonen,F,SBD,Raw,Over 40,57,87.5,42.5,105.0,235.0
Nicolas Recio,M,SBD,Raw,MR-O,120,235.0,145.0,235.0,615.0
Andie Hernandez,F,SBD,Single-ply,F-O,52,145.0,-90.0,140.0,195.0
Faith Brooks,F,SBD,Raw,FR-V,90,107.5,50.0,102.5,260.0
Olivia Porter,F,SBD,Raw,FR-O,84+,130.0,77.5,162.5,370.0
Rolf Thieme,M,SBD,Single-ply,Masters 3,100,-190.0,120.0,-200.0,-270.0
John Wilde,M,SBD,Raw,Open,93,155.0,100.0,200.0,455.0
Amanda Requeno,F,SBD,Single-ply,Open,60,-99.79,-34.02,92.99,-40.82000000000001
Daniel Luo #1,M,SBD,Raw,Juniors,105,215.0,145.0,285.0,645.0
Kristie Matthews,F,SBD,Raw,Open,63,-125.0,67.5,145.0,87.5
Amidy Moreno,F,SBD,Single-ply,F-HS,84,-192.5,82.5,152.5,42.5
Scott Zeller,M,SBD,Raw,MR-Jr,93,-175.0,-130.0,222.5,-82.5
Kyle Dahl,M,SBD,Single-ply,Freshman/Sophomore,52,105.0,62.5,135.0,302.5
Vadim Helmel,M,SBD,Single-ply,Open,74,210.0,120.0,210.0,540.0
Ana Jakovljević,F,SBD,Raw,O,63,80.0,47.5,90.0,217.5
Eddie Alvarez,M,SBD,Raw,MR-O,120,227.5,145.0,230.0,602.5
Chance Porter,M,SBD,Raw,MR-O,74,-137.5,87.5,152.5,102.5
Julia Vekiarides,F,SBD,Raw,FR-HS,57,50.0,27.5,60.0,137.5
Duncan Giraudeau,M,SBD,Raw,Juniors,105,190.0,117.5,247.5,555.0
Angelo Chong,M,SBD,Raw,Open,105,190.0,115.0,205.0,510.0
Dave Dunford,M,SBD,Single-ply,Masters 1,105,290.0,210.0,270.0,770.0
Marin Milikić,M,SBD,Raw,Open,105,220.0,162.5,250.0,632.5
Cameron Anderson #3,M,SBD,Raw,MR-V,120,205.0,120.0,170.0,495.0
Giulia Cunha Costa Carvalho,F,SBD,Raw,Open,52,135.0,85.0,150.0,370.0
Jessica Wester,F,SBD,Raw,FR-O,72,175.0,77.5,170.0,422.5
Adrian Brown,M,SBD,Raw,Masters 1,105,245.0,155.0,270.0,670.0
Liew Hui Wen,F,SBD,Raw,FR-O,57,87.5,52.5,115.0,255.0
Carol Anthony,F,SBD,Raw,Masters 2,57,72.5,40.0,105.0,217.5
Luise Zang,F,SBD,Raw,Open,76,112.5,62.5,120.0,295.0
Kristjan Elhi,M,SBD,Single-ply,Open,74,150.0,135.0,160.0,445.0
Chip Beck,M,SBD,Raw,MR-M1a,120,205.0,160.0,227.5,592.5
Nicolás Amado de Castro,M,SBD,Raw,JUN,66,120.0,85.0,160.0,365.0
Cole Aldrich,M,SBD,Raw,MR-T2,83,155.0,-80.0,145.0,220.0
Lassi Immonen,M,SBD,Raw,Juniors,74,225.0,-125.0,-220.0,-120.0
Nick Clark #4,M,SBD,Wraps,Open,82.5,-110.0,65.0,120.0,75.0
Helena Clarkova,F,SBD,Raw,FR-M1,84,50.0,40.0,80.0,170.0
Martín Talamantes,M,SBD,Single-ply,Masters 1,93,165.0,105.0,170.0,440.0
Lonnie Fariss,F,SBD,Raw,FR-O,72,90.0,70.0,135.0,295.0
Peter Smetona,M,SBD,Raw,MR-O,105,182.5,125.0,217.5,525.0
Adrian Andries,M,SBD,Raw,M-M1-U,93,182.5,102.5,182.5,467.5
Jens Aarhus,M,SBD,Raw,Masters 3,93,195.0,130.0,200.0,525.0
Clare Hallum,F,SBD,Raw,FR-JV,57,82.5,37.5,97.5,217.5
Carey Shao,M,SBD,Raw,MR-O,83,-200.0,142.5,232.5,175.0
Emily Patisso,F,SBD,Raw,FR-O,63,117.5,-72.5,165.0,210.0
Katherine Abbott,F,SBD,Raw,FR-Jr,69,80.0,42.5,102.5,225.0
Ramiro Ramirez,M,SBD,Raw,Junior,105,257.5,140.0,242.5,640.0
William Cross,M,SBD,Raw,MR-O,93,110.0,102.5,165.0,377.5
Arthur Mashinskiy,M,SBD,Single-ply,Juniors,67.5,260.0,-180.0,260.0,340.0
Anna Henzi,F,SBD,Raw,Open,63,110.0,75.5,122.5,308.0
Volodymyr Geraschenko,M,SBD,Single-ply,Open,110,200.0,-150.0,240.0,290.0
Christian Fritzner,M,SBD,Single-ply,Juniors 19-23,100,-140.0,70.0,160.0,90.0
Steve Blackwell,M,SBD,Raw,M-C-M2,105,190.0,140.0,230.0,560.0
Teija Hakala,F,SBD,Raw,Over 40,84,115.0,65.0,140.0,320.0
Amar Kanane,M,SBD,Raw,Open,93,280.0,160.0,290.0,730.0
Léa Bouzats,F,SBD,Raw,Seniors,52,80.0,40.0,80.0,200.0
Jesse Burroughs,M,SBD,Single-ply,M-C,105,230.0,135.0,240.0,605.0
Nanxi Huang,F,SBD,Raw,Juniors,63,105.0,52.5,110.0,267.5
Mykola Barannik,M,SBD,Single-ply,Open,83,340.0,265.0,275.0,880.0
Arwen Newlands,F,SBD,Raw,FR-O,47,87.5,50.0,115.0,252.5
勝野雅臣,M,SBD,Raw,Open,60,130.0,115.0,160.0,405.0
Ryan Everaere,M,SBD,Raw,Juniors,83,160.0,120.0,200.0,480.0
Juho Jaatinen,M,SBD,Raw,Open,120,200.0,150.0,200.0,550.0
Douglas Neou,M,SBD,Raw,MR-T3,74,165.0,102.5,185.0,452.5
Andrew Black,M,SBD,Raw,Juniors,83,165.0,115.0,180.0,460.0
Takahito Akutsu,M,SBD,Single-ply,Open,105,-350.0,-270.0,265.0,-355.0
Ludwig Jacob,M,SBD,Raw,Juniors,74,165.0,90.0,192.5,447.5
Thomas Goodwin #1,M,SBD,Raw,MR-M1a,93,152.5,107.5,202.5,462.5
Sid Ngeth,M,SBD,Raw,MR-O,93,195.0,132.5,205.0,532.5
Hannu Mikkola,M,SBD,Raw,Over 40,105,60.0,100.0,100.0,260.0
Victor Sârbu,M,SBD,Raw,Open,74,125.0,100.0,110.0,335.0
Aaron Wotton,M,SBD,Raw,Open,120+,270.0,147.5,270.0,687.5
Craig Smith #2,M,SBD,Raw,M-C-Open,93,185.0,117.5,210.0,512.5
Graeme Boyce,M,SBD,Raw,Masters 2,105,200.0,110.0,250.0,560.0
Veronika Břízová,F,SBD,Raw,Open,84+,167.5,90.0,205.0,462.5
Michelle Franklin,F,SBD,Raw,F-C-Open,63,95.0,52.5,127.5,275.0
Tamara Romo,F,SBD,Raw,Open,76,110.0,60.0,130.0,300.0
Jack Hong,M,SBD,Raw,MR-O,93,185.0,145.0,217.5,547.5
Marte Olborg,F,SBD,Single-ply,Open,84+,190.0,-107.5,155.0,237.5
Sumita Laha,F,SBD,Single-ply,Open,75,220.0,105.0,190.0,515.0
Alex McCallum,M,SBD,Raw,Open,105,240.0,170.0,245.0,655.0
Marcellus Williams,M,SBD,Raw,MR-O,83,210.0,155.0,250.0,615.0
Sebastian Wegener,M,SBD,Raw,Open,105,130.0,117.5,177.5,425.0
Tamás Sántha,M,SBD,Single-ply,Juniors,110,235.0,180.0,225.0,640.0
Gianluca Minghetti,M,SBD,Single-ply,Master I,105,205.0,115.0,235.0,555.0
Alyssa Roehrig,F,SBD,Single-ply,F-V,60,-105.0,55.0,110.0,60.0
Evgeny Rokhlin,M,SBD,Single-ply,Open,82.5,170.0,120.0,200.0,490.0
Maksim Zubok,M,SBD,Single-ply,Juniors,82.5,280.0,160.0,-250.0,190.0
Gemma Bianchi,F,SBD,Raw,FR-O,47,72.5,37.5,80.0,190.0
Daniel Jackman,M,SBD,Raw,MR-O,93,187.5,135.0,225.0,547.5
Morgan Frank,F,SBD,Raw,FR-O,84+,-95.0,42.5,87.5,35.0
Allan Alberto Santandrea Alburez,M,SBD,Raw,Open,120+,215.46,165.56,206.38,587.4
Gavin Adin,M,SBD,Raw,Open,93,305.0,200.0,305.0,810.0
A-Yun Lin,F,SBD,Single-ply,Open,56,-125.0,62.5,147.5,85.0
Zach Fiore,M,SBD,Single-ply,M-C,100,-183.7,-138.35,-185.97,-508.02
Yuriy Zabolotnyy,M,SBD,Single-ply,Masters 1,125+,280.0,175.0,270.0,725.0
Mary Vargas,F,SBD,Raw,FR-Jr,57,75.0,35.0,-82.5,27.5
Ricky Morrison,M,SBD,Single-ply,M-E-Open,83,-200.0,-140.0,195.0,-145.0
Moises Davila,M,SBD,Single-ply,Open,66,170.0,115.0,-190.0,95.0
Alena Nastyushenko,F,SBD,Single-ply,Juniors,44,-110.0,-65.0,105.0,-70.0
Kristy Trahan,F,SBD,Raw,FR-O,57,75.0,45.0,82.5,202.5
Michelle Fayant,F,SBD,Raw,FR-O,84+,140.0,95.0,170.0,405.0
Iain Brock,M,SBD,Raw,Open,120,195.0,150.0,242.5,587.5
Kristine Røen,F,SBD,Raw,Teen 14-18,63,70.0,35.0,95.0,200.0
Magnus Gabrielsen,M,SBD,Raw,Juniors 19-23,93,160.0,130.0,210.0,500.0
Jordan Schwartfeger,M,SBD,Raw,Open,93,177.5,105.0,190.0,472.5
Zack Anderson,M,SBD,Raw,MR-Jr,74,215.0,137.5,220.0,572.5
Kayla Pietrkiewicz,F,SBD,Raw,FR-Jr,84+,87.5,40.0,82.5,210.0
Katrine Sundal Haune,F,SBD,Raw,Open,63,137.5,92.5,150.0,380.0
Alvaro Alonso Arce Olea,M,SBD,Raw,Sub-Juniors,66,-175.0,82.5,205.0,112.5
Reagan Taylor,F,SBD,Single-ply,F-T2,72,125.0,45.0,115.0,285.0
Veronika Meggle,F,SBD,Raw,Youth A,69,130.0,70.0,130.0,330.0
Franc Michalowski,M,SBD,Raw,Masters 4,83,-150.0,85.0,190.0,125.0
Carolina Flores Muñoz,F,SBD,Single-ply,Open,63,120.0,60.0,120.0,300.0
Ismo Hietanen,M,SBD,Single-ply,Over 50,74,165.0,115.0,190.0,470.0
Valentine Cunin,F,SBD,Raw,Juniors,84+,140.0,72.5,155.0,367.5
Tobias H Juul,M,SBD,Raw,Sub-Juniors,83,145.0,85.0,157.5,387.5
Emilien Marbaix,M,SBD,Raw,Juniors,105,225.0,135.0,240.0,600.0
Andrea Fiocca,M,SBD,Single-ply,Open,83,-192.5,120.0,215.0,142.5
Elena Vakulko,F,SBD,Single-ply,Open,48,50.0,-25.0,-80.0,-55.0
Larry Traub,M,SBD,Single-ply,M-M2a,90,255.0,172.5,272.5,700.0
Wendie Kirkland,F,SBD,Single-ply,F-M2,69,127.5,90.0,122.5,340.0
Åge Berntsen,M,SBD,Single-ply,Masters 40-49,120+,340.0,100.0,270.0,710.0
Zach Mendoza,M,SBD,Raw,MR-T3,83,-165.0,112.5,195.0,142.5
Erlandas Petrauskas,M,SBD,Single-ply,Master II,105,140.0,115.0,-217.5,37.5
Asma Almutairi,F,SBD,Raw,Open,84+,75.0,37.5,92.5,205.0
Sami Kanth,M,SBD,Raw,Open,120,-220.0,140.0,230.0,150.0
Jessica Everaere,F,SBD,Raw,Seniors,72,122.5,47.5,145.0,315.0
Philip Nicaud,M,SBD,Single-ply,M-V,74,-227.5,155.0,205.0,132.5
Austin Soto,M,SBD,Single-ply,M-C,66,232.5,140.0,237.5,610.0
Ildar Mustafin,M,SBD,Single-ply,Open,90,285.0,165.0,300.0,750.0
Dipesh Bhalsod,M,SBD,Raw,MR-O,66,100.0,95.0,145.0,340.0
Agata Kaliciak,F,SBD,Raw,Open,84+,130.0,67.5,150.0,347.5
Saša Chalačeva,F,SBD,Raw,Juniors,57,100.0,47.5,127.5,275.0
Anne Skaalum,F,SBD,Raw,Open,72,122.5,77.5,145.0,345.0
Daniel Alberto,M,SBD,Raw,MR-T3,120,165.0,100.0,197.5,462.5
Jake Helme,M,SBD,Raw,MR-Sj,74,140.0,-110.0,180.0,210.0
Léo Ducrocq,M,SBD,Raw,Juniors,83,-115.0,87.5,140.0,112.5
Lewis Noppers,M,SBD,Single-ply,Open,67.5,210.0,137.5,240.0,587.5
Frankie Wallker,F,SBD,Raw,Open,84+,120.0,52.5,152.5,325.0
Paloma Sánchez Camacho,F,SBD,Raw,SBJ,52,55.0,35.0,70.0,160.0
Dean Bowring,M,SBD,Single-ply,Juniors,125,265.0,175.0,250.0,690.0
Chris Herdman,M,SBD,Raw,M-C-Open,105,200.0,150.0,250.0,600.0
Jakub Straka,M,SBD,Raw,Sub-Juniors,74,155.0,105.0,190.0,450.0
Krystal Hachey,F,SBD,Raw,Open,69,-97.5,52.5,120.0,75.0
Federico Fossati,M,SBD,Raw,Junior,83,160.0,112.5,200.0,472.5
Andrew Wong,M,SBD,Raw,Open,66,180.0,120.0,125.0,425.0
Janne Marttila,M,SBD,Raw,Open,105,250.0,160.0,275.0,685.0
Morten Vorhaug,M,SBD,Raw,Juniors 19-23,93,122.5,92.5,130.0,345.0
Asaad Abdool,M,SBD,Single-ply,M-J,74,182.5,115.0,182.5,480.0
Yuriy Mirkin,M,SBD,Single-ply,Open,105,-320.0,-225.0,290.0,-255.0
Monirah Mohammed Binessa,F,SBD,Raw,Open,63,95.0,50.0,120.0,265.0
Sebastian McLarin,M,SBD,Raw,Open,120+,275.0,190.0,325.0,790.0
Žydrūnas Kušeliovas,M,SBD,Raw,Open,105,250.0,155.0,280.0,685.0
Clément Goudin,M,SBD,Raw,Open,93,240.0,180.0,270.0,690.0
Taylor Boyle,F,SBD,Raw,FR-Jr,63,87.5,52.5,115.0,255.0
Ann Jordebo,F,SBD,Raw,Masters 2,84+,120.0,60.0,120.0,300.0
David Allen #2,M,SBD,Raw,M-C-M1,105,165.0,130.0,232.5,527.5
Chantal Schalkers,F,SBD,Raw,Open,69,125.0,62.5,130.0,317.5
Arsen Baykov,M,SBD,Single-ply,Juniors,125,-365.0,245.0,320.0,200.0
Charleen Balcer Rowekamp,F,SBD,Raw,FR-O,52,62.5,72.5,105.0,240.0
Kari Mattila,M,SBD,Single-ply,Masters 3,90,-200.0,135.0,240.0,175.0
Lucie Šafářová,F,SBD,Raw,Juniors,69,120.0,62.5,145.0,327.5
Deborah Tiernan,F,SBD,Raw,FR-M3,63,110.0,64.0,-132.5,41.5
Moises Amador,M,SBD,Raw,MR-Jr,83,150.0,-112.5,202.5,240.0
Pedro Antonio Manas Calderon,M,SBD,Raw,Open,83,125.0,75.0,160.0,360.0
西塚 健司,M,SBD,Raw,Open,59,120.0,100.0,165.0,385.0
Kira Cates,F,SBD,Single-ply,F-T3,52,92.5,32.5,87.5,212.5
Nguyễn Thị Diễm Quỳnh,F,SBD,Raw,FR-Jr,69,-120.0,50.0,127.5,57.5
Pierre Shillingford,M,SBD,Raw,MR-O,105,260.0,167.5,290.0,717.5
Gabriel Salo,M,SBD,Raw,Under 23,66,40.0,135.0,65.0,240.0
Erik Willis,M,SBD,Raw,Open,120+,300.0,235.0,350.0,885.0
Marceau Conte,M,SBD,Raw,Sub-Juniors,74,95.0,60.0,135.0,290.0
